frame,x0,y0,z0,vx0,vy0,vz0,sdf0,nx0,ny0,nz0,md0,u0,v0,colTimer0,everCol0,x1,y1,z1,vx1,vy1,vz1,sdf1,nx1,ny1,nz1,md1,u1,v1,colTimer1,everCol1,x2,y2,z2,vx2,vy2,vz2,sdf2,nx2,ny2,nz2,md2,u2,v2,colTimer2,everCol2,x3,y3,z3,vx3,vy3,vz3,sdf3,nx3,ny3,nz3,md3,u3,v3,colTimer3,everCol3,x4,y4,z4,vx4,vy4,vz4,sdf4,nx4,ny4,nz4,md4,u4,v4,colTimer4,everCol4,x5,y5,z5,vx5,vy5,vz5,sdf5,nx5,ny5,nz5,md5,u5,v5,colTimer5,everCol5,x6,y6,z6,vx6,vy6,vz6,sdf6,nx6,ny6,nz6,md6,u6,v6,colTimer6,everCol6,x7,y7,z7,vx7,vy7,vz7,sdf7,nx7,ny7,nz7,md7,u7,v7,colTimer7,everCol7,x8,y8,z8,vx8,vy8,vz8,sdf8,nx8,ny8,nz8,md8,u8,v8,colTimer8,everCol8,x9,y9,z9,vx9,vy9,vz9,sdf9,nx9,ny9,nz9,md9,u9,v9,colTimer9,everCol9,x10,y10,z10,vx10,vy10,vz10,sdf10,nx10,ny10,nz10,md10,u10,v10,colTimer10,everCol10,x11,y11,z11,vx11,vy11,vz11,sdf11,nx11,ny11,nz11,md11,u11,v11,colTimer11,everCol11,x12,y12,z12,vx12,vy12,vz12,sdf12,nx12,ny12,nz12,md12,u12,v12,colTimer12,everCol12,x13,y13,z13,vx13,vy13,vz13,sdf13,nx13,ny13,nz13,md13,u13,v13,colTimer13,everCol13,x14,y14,z14,vx14,vy14,vz14,sdf14,nx14,ny14,nz14,md14,u14,v14,colTimer14,everCol14,x15,y15,z15,vx15,vy15,vz15,sdf15,nx15,ny15,nz15,md15,u15,v15,colTimer15,everCol15,x16,y16,z16,vx16,vy16,vz16,sdf16,nx16,ny16,nz16,md16,u16,v16,colTimer16,everCol16,x17,y17,z17,vx17,vy17,vz17,sdf17,nx17,ny17,nz17,md17,u17,v17,colTimer17,everCol17,x18,y18,z18,vx18,vy18,vz18,sdf18,nx18,ny18,nz18,md18,u18,v18,colTimer18,everCol18,x19,y19,z19,vx19,vy19,vz19,sdf19,nx19,ny19,nz19,md19,u19,v19,colTimer19,everCol19,x20,y20,z20,vx20,vy20,vz20,sdf20,nx20,ny20,nz20,md20,u20,v20,colTimer20,everCol20,x21,y21,z21,vx21,vy21,vz21,sdf21,nx21,ny21,nz21,md21,u21,v21,colTimer21,everCol21,x22,y22,z22,vx22,vy22,vz22,sdf22,nx22,ny22,nz22,md22,u22,v22,colTimer22,everCol22,x23,y23,z23,vx23,vy23,vz23,sdf23,nx23,ny23,nz23,md23,u23,v23,colTimer23,everCol23,x24,y24,z24,vx24,vy24,vz24,sdf24,nx24,ny24,nz24,md24,u24,v24,colTimer24,everCol24
114,0,-0.2499627,0.4999176,0,0.007651749,-0.005558135,1.676781,0,0,0,1,0,0,2.299998,0,0,-0.5000494,0.2499604,0,-0.002732874,-0.002317877,1.621378,0,0,0,1,0,0,2.299998,0,0,-0.499977,0.4999706,0,0.00420511,-0.0004097821,1.685528,0,0,0,1,0,0,2.299998,0,0,-0.250008,0.2499626,0,-0.001524389,0.0001572073,1.612316,0,0,0,1,0,0,2.299998,0,0,-3.942003E-05,0.4999916,0,-0.002489869,-0.001133979,1.702545,0,0,0,1,0,0,2.299998,0,0,-0.5000402,-4.619488E-05,0,-0.001618267,-0.003054565,1.591578,0,0,0,1,0,0,2.299998,0,0,-6.633742E-05,0.2499418,0,0.0004830903,-0.00306219,1.638991,0,0,0,1,0,0,2.299998,0,0,0.2499761,0.4999242,0,-0.001007319,-0.001122058,1.761343,0,0,0,1,0,0,2.299998,0,0,-0.2500158,-8.830504E-05,0,-0.0002190472,-0.003689227,1.582356,0,0,0,1,0,0,2.299998,0,0,-0.4999696,-0.2499558,0,0.002467633,0.001513214,1.597902,0,0,0,1,0,0,2.299998,0,0,0.2499762,0.2500135,0,0.0002861024,0.0006496909,1.699877,0,0,0,1,0,0,2.299998,0,0,0.5,0.5,0,0,0,1.850311,0,0,0,0,0,0,2.299998,0,0,0.5,0.25,0,0,0,1.791675,0,0,0,0,0,0,2.299998,0,0,-0.2499681,-0.250044,0,1.415611E-05,-0.003483893,1.588735,0,0,0,1,0,0,2.299998,0,0,-0.5000308,-0.4999758,0,-0.003279747,0.00306219,1.639992,0,0,0,1,0,0,2.299998,0,0,-0.249973,-0.5000443,0,0.002862514,-0.00115335,1.631045,0,0,0,1,0,0,2.299998,0,0,-4.173124E-05,-3.323235E-05,0,-0.003262108,-0.003749761,1.609502,0,0,0,1,0,0,2.299998,0,0,0.2499571,-1.961391E-05,0,-0.001657755,0.001791377,1.671365,0,0,0,1,0,0,2.299998,0,0,0.5,0,0,0,0,1.764558,0,0,0,0,0,0,2.299998,0,0,-7.004926E-05,-0.2500277,0,-0.001815888,-0.002761186,1.615771,0,0,0,1,0,0,2.299998,0,0,1.249879E-06,-0.5000024,0,0.000717981,-0.00535697,1.657444,0,0,0,1,0,0,2.299998,0,0,0.2499739,-0.2499905,0,0.0001668931,-0.0001758338,1.677425,0,0,0,1,0,0,2.299998,0,0,0.5,-0.25,0,0,0,1.770314,0,0,0,0,0,0,2.299998,0,0,0.2500389,-0.5000144,0,-0.0002875925,-0.0006169083,1.717718,0,0,0,1,0,0,2.299998,0,0,0.5,-0.5,0,0,0,1.80865,0,0,0,0,0,0,2.299998,0
115,0,-0.2499627,0.4999176,0,0,0,1.676781,0,0,0,1,0,0,2.319998,0,0,-0.5000494,0.2499604,0,0,0,1.621378,0,0,0,1,0,0,2.319998,0,0,-0.499977,0.4999706,0,0,0,1.685528,0,0,0,1,0,0,2.319998,0,0,-0.250008,0.2499626,0,0,0,1.612316,0,0,0,1,0,0,2.319998,0,0,-3.942003E-05,0.4999916,0,0,0,1.702545,0,0,0,1,0,0,2.319998,0,0,-0.5000402,-4.619488E-05,0,0,0,1.591578,0,0,0,1,0,0,2.319998,0,0,-6.633742E-05,0.2499418,0,0,0,1.638991,0,0,0,1,0,0,2.319998,0,0,0.2499761,0.4999242,0,0,0,1.761343,0,0,0,1,0,0,2.319998,0,0,-0.2500158,-8.830504E-05,0,0,0,1.582356,0,0,0,1,0,0,2.319998,0,0,-0.4999696,-0.2499558,0,0,0,1.597902,0,0,0,1,0,0,2.319998,0,0,0.2499762,0.2500135,0,0,0,1.699877,0,0,0,1,0,0,2.319998,0,0,0.5,0.5,0,0,0,1.850311,0,0,0,0,0,0,2.319998,0,0,0.5,0.25,0,0,0,1.791675,0,0,0,0,0,0,2.319998,0,0,-0.2499681,-0.250044,0,0,0,1.588735,0,0,0,1,0,0,2.319998,0,0,-0.5000308,-0.4999758,0,0,0,1.639992,0,0,0,1,0,0,2.319998,0,0,-0.249973,-0.5000443,0,0,0,1.631045,0,0,0,1,0,0,2.319998,0,0,-4.173124E-05,-3.323235E-05,0,0,0,1.609502,0,0,0,1,0,0,2.319998,0,0,0.2499571,-1.961391E-05,0,0,0,1.671365,0,0,0,1,0,0,2.319998,0,0,0.5,0,0,0,0,1.764558,0,0,0,0,0,0,2.319998,0,0,-7.004926E-05,-0.2500277,0,0,0,1.615771,0,0,0,1,0,0,2.319998,0,0,1.249879E-06,-0.5000024,0,0,0,1.657444,0,0,0,1,0,0,2.319998,0,0,0.2499739,-0.2499905,0,0,0,1.677425,0,0,0,1,0,0,2.319998,0,0,0.5,-0.25,0,0,0,1.770314,0,0,0,0,0,0,2.319998,0,0,0.2500389,-0.5000144,0,0,0,1.717718,0,0,0,1,0,0,2.319998,0,0,0.5,-0.5,0,0,0,1.80865,0,0,0,0,0,0,2.319998,0
116,0,-0.2501453,0.5000209,0,-0.009129945,0.005164744,1.667227,0,0,0,1,0,0,2.339998,0,0,-0.5000687,0.2499977,0,-0.0009655957,0.001865626,1.611434,0,0,0,1,0,0,2.339998,0,0,-0.5001055,0.5000222,0,-0.006425383,0.002582372,1.676103,0,0,0,1,0,0,2.339998,0,0,-0.2500472,0.2500057,0,-0.001958013,0.002155454,1.602235,0,0,0,1,0,0,2.339998,0,0,-1.564747E-05,0.5000066,0,0.001188628,0.0007465485,1.69303,0,0,0,1,0,0,2.339998,0,0,-0.5000614,-4.273694E-05,0,-0.001057983,0.0001728974,1.581302,0,0,0,1,0,0,2.339998,0,0,-5.192426E-05,0.2499494,0,0.000720658,0.0003792347,1.628979,0,0,0,1,0,0,2.339998,0,0,0.2499581,0.4999569,0,-0.0009007755,0.001637638,1.752046,0,0,0,1,0,0,2.339998,0,0,-0.2500845,-5.042844E-05,0,-0.003433229,0.001893831,1.571937,0,0,0,1,0,0,2.339998,0,0,-0.5000051,-0.2499745,0,-0.001776219,-0.0009350482,1.587518,0,0,0,1,0,0,2.339998,0,0,0.25,0.2500248,0,0.001187623,0.000561774,1.690128,0,0,0,1,0,0,2.339998,0,0,0.5,0.5,0,0,0,1.841358,0,0,0,0,0,0,2.339998,0,0,0.5,0.25,0,0,0,1.782311,0,0,0,0,0,0,2.339998,0,0,-0.2499961,-0.2500446,0,-0.00140071,-2.831222E-05,1.578204,0,0,0,1,0,0,2.339998,0,0,-0.5000523,-0.5000302,0,-0.001075864,-0.002719463,1.62972,0,0,0,1,0,0,2.339998,0,0,-0.2500061,-0.5000415,0,-0.00165552,0.0001370907,1.620622,0,0,0,1,0,0,2.339998,0,0,-9.856743E-05,-2.439539E-05,0,-0.00284181,0.0004418482,1.599156,0,0,0,1,0,0,2.339998,0,0,0.2500066,-2.131548E-05,0,0.002476574,-8.507881E-05,1.661323,0,0,0,1,0,0,2.339998,0,0,0.5,0,0,0,0,1.754923,0,0,0,0,0,0,2.339998,0,0,-4.767013E-05,-0.2500326,0,0.001118957,-0.0002488495,1.605328,0,0,0,1,0,0,2.339998,0,0,-3.208678E-05,-0.5000237,0,-0.001666834,-0.001063943,1.647096,0,0,0,1,0,0,2.339998,0,0,0.2499172,-0.2499788,0,-0.002834202,0.0005856159,1.667238,0,0,0,1,0,0,2.339998,0,0,0.5,-0.25,0,0,0,1.760572,0,0,0,0,0,0,2.339998,0,0,0.2499467,-0.4999369,0,-0.004613401,0.003874304,1.707588,0,0,0,1,0,0,2.339998,0,0,0.5,-0.5,0,0,0,1.798968,0,0,0,0,0,0,2.339998,0
117,0,-0.2501027,0.4999666,0,0.002130867,-0.002717973,1.65778,0,0,0,1,0,0,2.359998,0,0,-0.5000797,0.2500354,0,-0.0005513432,0.001881272,1.601642,0,0,0,1,0,0,2.359998,0,0,-0.5001019,0.4999558,0,0.000178814,-0.00331998,1.666775,0,0,0,1,0,0,2.359998,0,0,-0.2500821,0.2500583,0,-0.001744927,0.002627076,1.59231,0,0,0,1,0,0,2.359998,0,0,2.134659E-05,0.5000058,0,0.001849703,-3.57628E-05,1.683663,0,0,0,1,0,0,2.359998,0,0,-0.5000719,8.236085E-06,0,-0.0005275013,0.002548652,1.571183,0,0,0,1,0,0,2.359998,0,0,-2.2304E-05,0.2499625,0,0.001481014,0.0006578865,1.619125,0,0,0,1,0,0,2.359998,0,0,0.250029,0.4999495,0,0.003545733,-0.0003680588,1.742913,0,0,0,1,0,0,2.359998,0,0,-0.2500277,4.837833E-05,0,0.002840162,0.00494034,1.561682,0,0,0,1,0,0,2.359998,0,0,-0.4999653,-0.2499299,0,0.001992286,0.002226234,1.577275,0,0,0,1,0,0,2.359998,0,0,0.2500136,0.2499514,0,0.0006809834,-0.003669412,1.680513,0,0,0,1,0,0,2.359998,0,0,0.5,0.5,0,0,0,1.832552,0,0,0,0,0,0,2.359998,0,0,0.5,0.25,0,0,0,1.773099,0,0,0,0,0,0,2.359998,0,0,-0.2500234,-0.249956,0,-0.001364947,0.004428627,1.567821,0,0,0,1,0,0,2.359998,0,0,-0.4999129,-0.4999899,0,0.006972256,0.002017618,1.619564,0,0,0,1,0,0,2.359998,0,0,-0.2499389,-0.4999174,0,0.003359468,0.006207826,1.610329,0,0,0,1,0,0,2.359998,0,0,-5.334409E-05,3.098607E-05,0,0.002261168,0.002769074,1.588987,0,0,0,1,0,0,2.359998,0,0,0.2499408,-6.426726E-05,0,-0.003291668,-0.00214759,1.651397,0,0,0,1,0,0,2.359998,0,0,0.5,0,0,0,0,1.74544,0,0,0,0,0,0,2.359998,0,0,-2.577326E-07,-0.2499929,0,0.002370621,0.001984835,1.595042,0,0,0,1,0,0,2.359998,0,0,6.392655E-05,-0.4999138,0,0.004800668,0.00549108,1.636897,0,0,0,1,0,0,2.359998,0,0,0.2500033,-0.2499499,0,0.004301967,0.001445413,1.657251,0,0,0,1,0,0,2.359998,0,0,0.5,-0.25,0,0,0,1.750984,0,0,0,0,0,0,2.359998,0,0,0.2500129,-0.4999593,0,0.003311039,-0.001116097,1.697685,0,0,0,1,0,0,2.359998,0,0,0.5,-0.5,0,0,0,1.789441,0,0,0,0,0,0,2.359998,0
118,0,-0.2501027,0.4999666,0,0,0,1.65778,0,0,0,1,0,0,2.379998,0,0,-0.5000797,0.2500354,0,0,0,1.601642,0,0,0,1,0,0,2.379998,0,0,-0.5001019,0.4999558,0,0,0,1.666775,0,0,0,1,0,0,2.379998,0,0,-0.2500821,0.2500583,0,0,0,1.59231,0,0,0,1,0,0,2.379998,0,0,2.134659E-05,0.5000058,0,0,0,1.683663,0,0,0,1,0,0,2.379998,0,0,-0.5000719,8.236085E-06,0,0,0,1.571183,0,0,0,1,0,0,2.379998,0,0,-2.2304E-05,0.2499625,0,0,0,1.619125,0,0,0,1,0,0,2.379998,0,0,0.250029,0.4999495,0,0,0,1.742913,0,0,0,1,0,0,2.379998,0,0,-0.2500277,4.837833E-05,0,0,0,1.561682,0,0,0,1,0,0,2.379998,0,0,-0.4999653,-0.2499299,0,0,0,1.577275,0,0,0,1,0,0,2.379998,0,0,0.2500136,0.2499514,0,0,0,1.680513,0,0,0,1,0,0,2.379998,0,0,0.5,0.5,0,0,0,1.832552,0,0,0,0,0,0,2.379998,0,0,0.5,0.25,0,0,0,1.773099,0,0,0,0,0,0,2.379998,0,0,-0.2500234,-0.249956,0,0,0,1.567821,0,0,0,1,0,0,2.379998,0,0,-0.4999129,-0.4999899,0,0,0,1.619564,0,0,0,1,0,0,2.379998,0,0,-0.2499389,-0.4999174,0,0,0,1.610329,0,0,0,1,0,0,2.379998,0,0,-5.334409E-05,3.098607E-05,0,0,0,1.588987,0,0,0,1,0,0,2.379998,0,0,0.2499408,-6.426726E-05,0,0,0,1.651397,0,0,0,1,0,0,2.379998,0,0,0.5,0,0,0,0,1.74544,0,0,0,0,0,0,2.379998,0,0,-2.577326E-07,-0.2499929,0,0,0,1.595042,0,0,0,1,0,0,2.379998,0,0,6.392655E-05,-0.4999138,0,0,0,1.636897,0,0,0,1,0,0,2.379998,0,0,0.2500033,-0.2499499,0,0,0,1.657251,0,0,0,1,0,0,2.379998,0,0,0.5,-0.25,0,0,0,1.750984,0,0,0,0,0,0,2.379998,0,0,0.2500129,-0.4999593,0,0,0,1.697685,0,0,0,1,0,0,2.379998,0,0,0.5,-0.5,0,0,0,1.789441,0,0,0,0,0,0,2.379998,0
119,0,-0.2500711,0.4999899,0,0.001582504,0.001168252,1.646567,0,0,0,1,0,0,2.399998,0,0,-0.5000069,0.2500275,0,0.003638865,-0.0003919007,1.589966,0,0,0,1,0,0,2.399998,0,0,-0.5001099,0.5000034,0,-0.000396371,0.002378226,1.65572,0,0,0,1,0,0,2.399998,0,0,-0.2500042,0.2500469,0,0.003895165,-0.0005692246,1.580483,0,0,0,1,0,0,2.399998,0,0,-2.650558E-05,0.5000084,0,-0.002392609,0.00012815,1.672504,0,0,0,1,0,0,2.399998,0,0,-0.500019,-2.447432E-05,0,0.002649427,-0.001635521,1.55912,0,0,0,1,0,0,2.399998,0,0,-1.212225E-05,0.2500322,0,0.0005090872,0.003483893,1.6074,0,0,0,1,0,0,2.399998,0,0,0.250006,0.5000364,0,-0.00115186,0.00434071,1.732048,0,0,0,1,0,0,2.399998,0,0,-0.2499766,1.436478E-05,0,0.00255406,-0.001700678,1.54946,0,0,0,1,0,0,2.399998,0,0,-0.4999964,-0.2498495,0,-0.001555682,0.00402406,1.565082,0,0,0,1,0,0,2.399998,0,0,0.2500437,0.249972,0,0.001506508,0.001032651,1.669096,0,0,0,1,0,0,2.399998,0,0,0.5,0.5,0,0,0,1.822083,0,0,0,0,0,0,2.399998,0,0,0.5,0.25,0,0,0,1.762142,0,0,0,0,0,0,2.399998,0,0,-0.2500316,-0.2499125,0,-0.000408292,0.00217408,1.555461,0,0,0,1,0,0,2.399998,0,0,-0.500106,-0.4999083,0,-0.009654466,0.004076959,1.607502,0,0,0,1,0,0,2.399998,0,0,-0.2500693,-0.4999685,0,-0.006521496,-0.00255704,1.598113,0,0,0,1,0,0,2.399998,0,0,-2.208584E-05,8.216924E-05,0,0.001562913,0.00255916,1.576871,0,0,0,1,0,0,2.399998,0,0,0.2499622,3.110016E-05,0,0.001071394,0.004768373,1.63962,0,0,0,1,0,0,2.399998,0,0,0.5,0,0,0,0,1.734159,0,0,0,0,0,0,2.399998,0,0,-1.394604E-05,-0.2499762,0,-0.0006844155,0.0008367006,1.582782,0,0,0,1,0,0,2.399998,0,0,-4.837838E-05,-0.4999912,0,-0.005615249,-0.003866853,1.624763,0,0,0,1,0,0,2.399998,0,0,0.2500269,-0.2499782,0,0.001183153,-0.001414121,1.645343,0,0,0,1,0,0,2.399998,0,0,0.5,-0.25,0,0,0,1.739576,0,0,0,0,0,0,2.399998,0,0,0.2499795,-0.5000023,0,-0.001671166,-0.002150238,1.685867,0,0,0,1,0,0,2.399998,0,0,0.5,-0.5,0,0,0,1.778106,0,0,0,0,0,0,2.399998,0
120,0,-0.2500711,0.4999899,0,0,0,1.646567,0,0,0,1,0,0,2.419998,0,0,-0.5000069,0.2500275,0,0,0,1.589966,0,0,0,1,0,0,2.419998,0,0,-0.5001099,0.5000034,0,0,0,1.65572,0,0,0,1,0,0,2.419998,0,0,-0.2500042,0.2500469,0,0,0,1.580483,0,0,0,1,0,0,2.419998,0,0,-2.650558E-05,0.5000084,0,0,0,1.672504,0,0,0,1,0,0,2.419998,0,0,-0.500019,-2.447432E-05,0,0,0,1.55912,0,0,0,1,0,0,2.419998,0,0,-1.212225E-05,0.2500322,0,0,0,1.6074,0,0,0,1,0,0,2.419998,0,0,0.250006,0.5000364,0,0,0,1.732048,0,0,0,1,0,0,2.419998,0,0,-0.2499766,1.436478E-05,0,0,0,1.54946,0,0,0,1,0,0,2.419998,0,0,-0.4999964,-0.2498495,0,0,0,1.565082,0,0,0,1,0,0,2.419998,0,0,0.2500437,0.249972,0,0,0,1.669096,0,0,0,1,0,0,2.419998,0,0,0.5,0.5,0,0,0,1.822083,0,0,0,0,0,0,2.419998,0,0,0.5,0.25,0,0,0,1.762142,0,0,0,0,0,0,2.419998,0,0,-0.2500316,-0.2499125,0,0,0,1.555461,0,0,0,1,0,0,2.419998,0,0,-0.500106,-0.4999083,0,0,0,1.607502,0,0,0,1,0,0,2.419998,0,0,-0.2500693,-0.4999685,0,0,0,1.598113,0,0,0,1,0,0,2.419998,0,0,-2.208584E-05,8.216924E-05,0,0,0,1.576871,0,0,0,1,0,0,2.419998,0,0,0.2499622,3.110016E-05,0,0,0,1.63962,0,0,0,1,0,0,2.419998,0,0,0.5,0,0,0,0,1.734159,0,0,0,0,0,0,2.419998,0,0,-1.394604E-05,-0.2499762,0,0,0,1.582782,0,0,0,1,0,0,2.419998,0,0,-4.837838E-05,-0.4999912,0,0,0,1.624763,0,0,0,1,0,0,2.419998,0,0,0.2500269,-0.2499782,0,0,0,1.645343,0,0,0,1,0,0,2.419998,0,0,0.5,-0.25,0,0,0,1.739576,0,0,0,0,0,0,2.419998,0,0,0.2499795,-0.5000023,0,0,0,1.685867,0,0,0,1,0,0,2.419998,0,0,0.5,-0.5,0,0,0,1.778106,0,0,0,0,0,0,2.419998,0
121,0,-0.2498934,0.4999317,0,0.008883331,-0.002913178,1.635553,0,0,0,1,0,0,2.439998,0,0,-0.5000464,0.2499495,0,-0.001972914,-0.003901126,1.578513,0,0,0,1,0,0,2.439998,0,0,-0.4999323,0.4999456,0,0.008879606,-0.002892317,1.644829,0,0,0,1,0,0,2.439998,0,0,-0.2500631,0.2499559,0,-0.002945961,-0.004547091,1.568861,0,0,0,1,0,0,2.439998,0,0,-5.604939E-05,0.4999282,0,-0.001477191,-0.004011394,1.661541,0,0,0,1,0,0,2.439998,0,0,-0.4999955,-5.627632E-05,0,0.001172722,-0.001590101,1.547288,0,0,0,1,0,0,2.439998,0,0,-4.275575E-05,0.2499754,0,-0.001531675,-0.002840908,1.595869,0,0,0,1,0,0,2.439998,0,0,0.2499665,0.4999665,0,-0.001973659,-0.003492834,1.721348,0,0,0,1,0,0,2.439998,0,0,-0.2500027,-6.787456E-05,0,-0.001303852,-0.004111969,1.537461,0,0,0,1,0,0,2.439998,0,0,-0.5000001,-0.2500273,0,-0.0001862646,-0.008893762,1.55314,0,0,0,1,0,0,2.439998,0,0,0.2499883,0.2499897,0,-0.002771617,0.0008836392,1.657875,0,0,0,1,0,0,2.439998,0,0,0.5,0.5,0,0,0,1.811829,0,0,0,0,0,0,2.439998,0,0,0.5,0.25,0,0,0,1.751404,0,0,0,0,0,0,2.439998,0,0,-0.2499618,-0.2499855,0,0.003489108,-0.003647806,1.543345,0,0,0,1,0,0,2.439998,0,0,-0.5000268,-0.5000626,0,0.00395775,-0.007712844,1.595695,0,0,0,1,0,0,2.439998,0,0,-0.2499835,-0.499975,0,0.004291536,-0.0003218652,1.586123,0,0,0,1,0,0,2.439998,0,0,-4.074862E-05,-1.976077E-05,0,-0.0009331395,-0.005096503,1.564968,0,0,0,1,0,0,2.439998,0,0,0.2499786,-1.207258E-05,0,0.0008217994,-0.002158638,1.628061,0,0,0,1,0,0,2.439998,0,0,0.5,0,0,0,0,1.723102,0,0,0,0,0,0,2.439998,0,0,4.394993E-06,-0.2500622,0,0.0009170519,-0.004301222,1.570768,0,0,0,1,0,0,2.439998,0,0,-1.939437E-05,-0.500039,0,0.001449201,-0.002393127,1.612876,0,0,0,1,0,0,2.439998,0,0,0.2500228,-0.2500294,0,-0.0002086163,-0.00256002,1.633656,0,0,0,1,0,0,2.439998,0,0,0.5,-0.25,0,0,0,1.728393,0,0,0,0,0,0,2.439998,0,0,0.2500401,-0.4999851,0,0.003034623,0.0008568171,1.674293,0,0,0,1,0,0,2.439998,0,0,0.5,-0.5,0,0,0,1.766997,0,0,0,0,0,0,2.439998,0
122,0,-0.2498934,0.4999317,0,0,0,1.635553,0,0,0,1,0,0,2.459998,0,0,-0.5000464,0.2499495,0,0,0,1.578513,0,0,0,1,0,0,2.459998,0,0,-0.4999323,0.4999456,0,0,0,1.644829,0,0,0,1,0,0,2.459998,0,0,-0.2500631,0.2499559,0,0,0,1.568861,0,0,0,1,0,0,2.459998,0,0,-5.604939E-05,0.4999282,0,0,0,1.661541,0,0,0,1,0,0,2.459998,0,0,-0.4999955,-5.627632E-05,0,0,0,1.547288,0,0,0,1,0,0,2.459998,0,0,-4.275575E-05,0.2499754,0,0,0,1.595869,0,0,0,1,0,0,2.459998,0,0,0.2499665,0.4999665,0,0,0,1.721348,0,0,0,1,0,0,2.459998,0,0,-0.2500027,-6.787456E-05,0,0,0,1.537461,0,0,0,1,0,0,2.459998,0,0,-0.5000001,-0.2500273,0,0,0,1.55314,0,0,0,1,0,0,2.459998,0,0,0.2499883,0.2499897,0,0,0,1.657875,0,0,0,1,0,0,2.459998,0,0,0.5,0.5,0,0,0,1.811829,0,0,0,0,0,0,2.459998,0,0,0.5,0.25,0,0,0,1.751404,0,0,0,0,0,0,2.459998,0,0,-0.2499618,-0.2499855,0,0,0,1.543345,0,0,0,1,0,0,2.459998,0,0,-0.5000268,-0.5000626,0,0,0,1.595695,0,0,0,1,0,0,2.459998,0,0,-0.2499835,-0.499975,0,0,0,1.586123,0,0,0,1,0,0,2.459998,0,0,-4.074862E-05,-1.976077E-05,0,0,0,1.564968,0,0,0,1,0,0,2.459998,0,0,0.2499786,-1.207258E-05,0,0,0,1.628061,0,0,0,1,0,0,2.459998,0,0,0.5,0,0,0,0,1.723102,0,0,0,0,0,0,2.459998,0,0,4.394993E-06,-0.2500622,0,0,0,1.570768,0,0,0,1,0,0,2.459998,0,0,-1.939437E-05,-0.500039,0,0,0,1.612876,0,0,0,1,0,0,2.459998,0,0,0.2500228,-0.2500294,0,0,0,1.633656,0,0,0,1,0,0,2.459998,0,0,0.5,-0.25,0,0,0,1.728393,0,0,0,0,0,0,2.459998,0,0,0.2500401,-0.4999851,0,0,0,1.674293,0,0,0,1,0,0,2.459998,0,0,0.5,-0.5,0,0,0,1.766997,0,0,0,0,0,0,2.459998,0
123,0,-0.2500135,0.4999313,0,-0.006005915,-1.937152E-05,1.624525,0,0,0,1,0,0,2.479998,0,0,-0.5000496,0.249956,0,-0.0001609326,0.0003233553,1.567041,0,0,0,1,0,0,2.479998,0,0,-0.5000495,0.4999896,0,-0.005860629,0.002203883,1.633982,0,0,0,1,0,0,2.479998,0,0,-0.2500121,0.2499554,0,0.00255108,-2.607704E-05,1.557228,0,0,0,1,0,0,2.479998,0,0,-4.789861E-05,0.4999862,0,0.0004075395,0.002901257,1.650607,0,0,0,1,0,0,2.479998,0,0,-0.5000139,-8.633272E-05,0,-0.0009223822,-0.001502821,1.535424,0,0,0,1,0,0,2.479998,0,0,-2.930225E-05,0.2499629,0,0.0006726749,-0.0006251039,1.584323,0,0,0,1,0,0,2.479998,0,0,0.2499242,0.4999776,0,-0.002115221,0.0005528333,1.710653,0,0,0,1,0,0,2.479998,0,0,-0.2499934,-4.730417E-05,0,0.0004619362,0.00102852,1.52543,0,0,0,1,0,0,2.479998,0,0,-0.5000215,-0.250121,0,-0.001069904,-0.004683437,1.541154,0,0,0,1,0,0,2.479998,0,0,0.2500094,0.2500357,0,0.001055003,0.002298505,1.646658,0,0,0,1,0,0,2.479998,0,0,0.5,0.5,0,0,0,1.801562,0,0,0,0,0,0,2.479998,0,0,0.5,0.25,0,0,0,1.740649,0,0,0,0,0,0,2.479998,0,0,-0.2499921,-0.2500294,0,-0.001516194,-0.002199412,1.531182,0,0,0,1,0,0,2.479998,0,0,-0.4999467,-0.500142,0,0.004008414,-0.003969671,1.583836,0,0,0,1,0,0,2.479998,0,0,-0.2499456,-0.5000409,0,0.001892448,-0.003299118,1.574109,0,0,0,1,0,0,2.479998,0,0,-4.905488E-05,-2.818503E-06,0,-0.0004153131,0.0008471135,1.553035,0,0,0,1,0,0,2.479998,0,0,0.249942,-1.805151E-05,0,-0.001833589,-0.0002989463,1.616457,0,0,0,1,0,0,2.479998,0,0,0.5,0,0,0,0,1.712022,0,0,0,0,0,0,2.479998,0,0,-3.110452E-05,-0.2500226,0,-0.001774976,0.001980365,1.558694,0,0,0,1,0,0,2.479998,0,0,7.130505E-05,-0.4999507,0,0.004534973,0.004416706,1.600933,0,0,0,1,0,0,2.479998,0,0,0.2499726,-0.2499579,0,-0.002509356,0.0035733,1.621912,0,0,0,1,0,0,2.479998,0,0,0.5,-0.25,0,0,0,1.717187,0,0,0,0,0,0,2.479998,0,0,0.2499626,-0.4999748,0,-0.003875049,0.0005170705,1.662648,0,0,0,1,0,0,2.479998,0,0,0.5,-0.5,0,0,0,1.755866,0,0,0,0,0,0,2.479998,0
